日期(年/月),單位,總發電量,總發電量_發電業,總發電量_發電業_抽蓄水力,總發電量_發電業_火力,總發電量_發電業_火力_燃煤,總發電量_發電業_火力_燃油,總發電量_發電業_火力_燃氣,總發電量_發電業_核能,總發電量_發電業_再生能源,總發電量_發電業_再生能源_慣常水力,總發電量_發電業_再生能源_地熱,總發電量_發電業_再生能源_太陽光電,總發電量_發電業_再生能源_風力,總發電量_自用發電設備,總發電量_自用發電設備_火力,總發電量_自用發電設備_火力_燃煤,總發電量_自用發電設備_火力_燃油,總發電量_自用發電設備_火力_燃氣,總發電量_自用發電設備_再生能源,總發電量_自用發電設備_再生能源_地熱,總發電量_自用發電設備_再生能源_太陽光電,總發電量_自用發電設備_再生能源_風力,總發電量_自用發電設備_再生能源_生質能,總發電量_自用發電設備_再生能源_廢棄物,總需要量,總需要量_總消費量,總需要量_總消費量_能源部門自用,總需要量_總消費量_能源部門自用_抽水用電,總需要量_總消費量_工業部門,總需要量_總消費量_運輸部門,總需要量_總消費量_農業部門,總需要量_總消費量_服務業部門,總需要量_總消費量_住宅部門,總需要量_線路損失,總需要量_統計差異,台電系統平均負載(千瓩),台電系統尖峰負載(千瓩)
08901,百萬度,11770.284,11770.284,293.392,7744.468,4933.27,1740.175,1071.023,3558.91,173.514,173.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11770.284,12583.944,1300.679,380.909,6504.933,35.377,161.245,2354.426,2227.285,628.508,-1442.167,15051,18932
08902,百萬度,10104.745,10104.745,295.06,6356.051,3672.914,1831.89,851.247,3164.412,289.222,289.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10104.745,11729.269,1129.555,328.218,6016.544,36.663,168.704,2164.665,2213.137,540.412,-2164.936,14122,18489
08903,百萬度,11817.609,11817.609,311.387,7974.022,4643.747,2089.825,1240.449,3125.995,406.206,406.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11817.609,13715.404,1208.114,308.217,7177.984,35.714,195.932,2510.601,2587.059,631.711,-2529.506,15649,19554
08904,百萬度,11813.758,11813.758,329.972,8500.499,5093.689,2049.694,1357.116,2640.143,343.144,343.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11813.758,13613.752,1213.12,335.206,7068.246,36.038,179.838,2544.924,2571.587,632.041,-2432.035,16247,21640
08905,百萬度,13407.175,13407.175,345.18,9539.204,5548.929,2569.571,1420.704,3092.071,430.72,430.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13407.175,14733.439,1339.389,364.869,7718.426,39.637,177.615,2892.824,2565.548,717.897,-2044.161,17747,24270
08906,百萬度,14154.573,14154.573,388.496,9687.205,5978.459,2358.89,1349.855,3607.578,471.294,471.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14154.573,15080.865,1414.08,385.443,7803.948,39.742,205.696,3025.527,2591.872,756.811,-1683.104,19594,25834
08907,百萬度,15140.618,15140.618,410.57,10616.761,6461.501,2499.574,1655.686,3637.515,475.771,475.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15140.618,16231.475,1559.993,418.499,7689.953,39.943,204.61,3327.329,3409.647,806.493,-1897.35,20082,25854
08908,百萬度,14707.509,14707.509,406.309,10325.043,6278.147,2563.598,1483.298,3486.883,489.275,489.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14707.509,16478.75,1508.721,430.042,7815.044,39.961,195.725,3317.643,3601.655,785.777,-2557.017,19451,25290
08909,百萬度,13442.536,13442.536,408.898,9633.82,6079.045,2073.616,1481.159,2920.725,479.093,479.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13442.536,16494.497,1497.457,429.668,7583.23,38.657,196.974,3444.062,3734.116,715.742,-3767.702,18697,24430
08910,百萬度,13973.329,13973.329,403.973,10209.251,6051.802,2347.467,1809.982,3040.837,319.268,319.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13973.329,16446.433,1502.24,468.696,7958.284,41.198,204.818,3348.629,3391.265,747.71,-3220.814,18377,24111
08911,百萬度,12309.268,12309.268,388.091,8753.71,5413.014,1901.207,1439.488,2768.453,399.015,399.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12309.268,15062.592,1435.842,420.66,7247.037,34.438,193.239,3083.896,3068.14,655.115,-3408.439,16551,21393
08912,百萬度,42199.381,11989.099,328.831,7917.543,5088.252,1408.957,1420.334,3459.268,283.457,283.457,0,0,0,30210.281,28399.387,22054.347,5265.263,1079.778,1810.894,0,0.12,1.383,306.866,1502.525,42199.381,14332.954,1367.083,377.09,7282.853,37.968,177.687,2885.395,2581.968,638.459,27227.967,16261,19841
09001,百萬度,10888.489,10887.55,299.714,6727.125,4295.656,1402.464,1029.004,3547.547,313.165,313.165,0,0,0,0.938,0,0,0,0,0.938,0,0.022,0.916,0,0,10888.489,13215.796,1357.636,372.694,6665.074,39.527,164.183,2596.053,2393.323,209.163,-2536.471,14269,19554
09002,百萬度,10844.113,10843.334,291.284,7302.204,4534.922,1530.489,1236.793,2890.002,359.844,359.844,0,0,0,0.779,0,0,0,0,0.779,0,0.022,0.757,0,0,10844.113,12941.509,1308.108,369.486,6599.19,34.98,178.645,2372.386,2448.201,322.696,-2420.091,15743,19795
09003,百萬度,12284.352,12283.699,361.124,8955.539,5315.069,1909.466,1731.004,2636.372,330.664,330.664,0,0,0,0.653,0,0,0,0,0.653,0,0.022,0.631,0,0,12284.352,14319.998,1359.914,433.387,7606.056,36.984,178.037,2613.201,2525.806,748.704,-2784.35,16175,20359
09004,百萬度,12459.775,12459.152,355.697,10068.078,6115.939,2137.467,1814.672,1604.992,430.384,430.384,0,0,0,0.623,0,0,0,0,0.623,0,0.022,0.601,0,0,12459.775,13815.432,1499.312,442.024,7215.347,37.693,178.225,2549.76,2335.096,1151.058,-2506.715,16585,21860
09005,百萬度,13734.219,13733.806,368.469,10315.173,6930.939,2058.241,1325.993,2517.029,533.135,533.135,0,0,0,0.413,0,0,0,0,0.413,0,0.022,0.391,0,0,13734.219,14672.09,1647.927,462.374,7328.112,39.478,183.569,2955.343,2517.66,2079.713,-3017.583,18507,23991
09006,百萬度,14341.832,14341.663,330.701,9875.196,6544.931,1610.15,1720.114,3498.702,637.064,637.064,0,0,0,0.169,0,0,0,0,0.169,0,0.022,0.147,0,0,14341.832,15492.888,1733.755,393.296,7643.545,40.861,191.246,3079.127,2804.354,1512.746,-2663.802,19536,25454
09007,百萬度,15381.285,15381.026,354.172,11133.64,6924.184,2219.096,1990.36,3272.826,620.388,620.388,0,0,0,0.258,0,0,0,0,0.258,0,0.022,0.236,0,0,15381.285,16967.848,1731.633,408.783,7843.377,43.77,198.2,3640.494,3510.374,1393.597,-2980.16,20319,26177
09008,百萬度,16068.013,16067.876,374.99,11640.527,7024.347,2429.796,2186.384,3667.923,384.435,384.324,0,0,0.111,0.137,0,0,0,0,0.137,0,0.022,0.115,0,0,16068.013,17012.103,1640.745,430.659,7681.179,40.624,206.073,3500.639,3942.843,0,-944.09,21189,26290
09009,百萬度,13119.689,13118.93,329.463,9502.174,6398.972,1689.579,1413.623,2825.499,461.794,461.072,0,0,0.722,0.759,0,0,0,0,0.759,0,0.022,0.737,0,0,13119.689,16853.109,1501.666,384.393,7351.716,30.017,208.429,3550.58,4210.702,0,-3733.42,17933,23359
09010,百萬度,13053.357,13052.348,368.415,9163.031,5634.365,1879.704,1648.962,3041.238,479.664,478.447,0,0,1.217,1.009,0,0,0,0,1.009,0,0.022,0.987,0,0,13053.357,16294.166,1441.667,414.711,7818.138,35.198,184.56,3263.995,3550.607,0,-3240.808,17262,21952
09011,百萬度,11955.994,11954.77,329.238,8297.509,5600.502,1299.939,1397.067,3019.897,308.126,307.001,0,0,1.125,1.224,0,0,0,0,1.224,0,0.022,1.202,0,0,11955.994,14856.119,1445.764,420.51,7350.339,35.74,182.745,2899.188,2942.342,0,-2900.125,16248,21033
09012,百萬度,44399.324,11950.364,315.84,8434.029,5838.346,868.963,1726.719,2964.394,236.101,234.81,0,0,1.291,32448.959,30091.639,24137.183,4673.594,1280.863,2357.32,0,0.022,1.04,373.558,1982.7,44399.324,14052.964,1401.125,413.186,6970.385,33.2,175.09,2998.239,2474.925,688.089,29658.271,15823,20381
09101,百萬度,11457.378,11456.5,311.289,7374.063,4982.777,1022.693,1368.593,3609.253,161.896,160.8,0,0,1.096,0.879,0,0,0,0,0.879,0,0.023,0.856,0,0,11457.378,13982.368,1370.088,401.508,7285.47,39.558,167.467,2630.299,2489.485,693.878,-3218.867,16369,20329
09102,百萬度,10077.415,10076.621,254.258,6358.279,4429.877,695.7,1232.702,3262.072,202.012,201.102,0,0,0.911,0.794,0,0,0,0,0.794,0,0.025,0.769,0,0,10077.415,12047.756,1193.218,329.782,6029.77,34.791,144.951,2257.818,2387.209,459.519,-2429.859,15357,19620
09103,百萬度,12412.096,12411.568,306.549,8607.326,5796.454,1010.901,1799.971,3262.313,235.381,234.694,0,0,0.687,0.528,0,0,0,0,0.528,0,0.026,0.502,0,0,12412.096,14471.94,1461.537,390.651,7624.345,43.109,177.149,2654.055,2511.744,1088.693,-3148.537,17321,20843
09104,百萬度,13283.712,13283.21,306.419,9850.308,6025.35,1470.077,2354.882,2929.053,197.429,196.892,0,0,0.537,0.503,0,0,0,0,0.503,0,0.027,0.476,0,0,13283.712,14704.036,1458.023,402.121,7862.826,38.756,180.608,2727.578,2436.246,1447.735,-2868.059,18501,23481
09105,百萬度,14568.808,14568.525,297.314,11026.409,7060.766,1666.547,2299.096,3060.446,184.355,184.114,0,0,0.241,0.283,0,0,0,0,0.283,0,0.028,0.255,0,0,14568.808,16319.748,1540.697,390.952,8480.349,42.453,212.22,3341.545,2702.484,1212.021,-2962.962,19649,23853
09106,百萬度,14996.413,14996.126,296.304,11029.588,7071.817,1628.561,2329.21,3448.848,221.386,221.168,0,0,0.218,0.287,0,0,0,0,0.287,0,0.029,0.258,0,0,14996.413,16094.805,1494.713,399.275,7831.203,39.195,214.274,3366.416,3149.004,0,-1098.393,21029,27117
09107,百萬度,16245.128,16244.811,312.684,11818.504,7488.071,1570.44,2759.993,3714.28,399.344,399.002,0,0,0.341,0.316,0,0,0,0,0.316,0,0.029,0.287,0,0,16245.128,17435.656,1578.168,394.624,8522.499,44.855,192.269,3623.37,3474.496,1865.032,-3055.561,21846,26253
09108,百萬度,16431.459,16431.271,309.286,12067.995,7773.555,1601.873,2692.566,3728.565,325.425,325.167,0,0,0.258,0.188,0,0,0,0,0.188,0,0.029,0.159,0,0,16431.459,18215.067,1752.672,392.712,8469.386,43.651,219.547,3737.146,3992.665,1392.822,-3176.43,22017,26925
09109,百萬度,14475.204,14474.646,240.498,10734.64,7395.824,1107.426,2231.39,3217.2,282.308,281.769,0,0,0.539,0.559,0,0,0,0,0.559,0,0.033,0.526,0,0,14475.204,17976.2,1500.984,313.719,7986.068,39.886,213.918,3832.276,4403.069,0,-3500.996,20247,24980
09110,百萬度,14312.677,14311.949,310.878,10439.596,6794.919,1452.206,2192.47,3288.663,272.812,271.939,0,0,0.873,0.729,0,0,0,0,0.729,0,0.033,0.696,0,0,14312.677,17353.004,1585.223,405.532,8204.588,38.045,206.381,3508.292,3810.476,0,-3040.327,19241,23837
09111,百萬度,12949.638,12948.008,316.583,9389.887,6094.787,1410.25,1884.85,3082.387,159.151,158.043,0,0,1.109,1.63,0,0,0,0,1.63,0,0.033,1.597,0,0,12949.638,16399.647,1621.211,412.044,7872.424,35.358,215.421,3409.824,3245.409,0,-3450.009,17862,21840
09112,百萬度,47618.96,12957.585,318.738,9543.734,6291.932,1392.373,1859.428,2949.84,145.273,144.211,0,0,1.063,34661.375,31646.888,25722.861,4709.911,1214.116,3014.486,0,0.033,1.63,438.607,2574.216,47618.96,15257.537,1566.887,418.163,7861.88,34.921,181.953,3023.225,2588.671,645.25,31716.173,16538,21908
09201,百萬度,12391.951,12390.143,320.609,8247.804,5976.116,632.27,1639.419,3670.773,150.957,149.664,0,0,1.294,1.809,0,0,0,0,1.809,0,0.034,1.775,0,0,12391.951,14774.119,1494.356,421.813,7850.478,35.378,176.543,2697.31,2520.055,702.934,-3085.102,16898,20387
09202,百萬度,11265.395,11264.141,291.358,7513.575,5341.106,850.997,1321.472,3295.291,163.916,163.064,0,0,0.853,1.255,0,0,0,0,1.255,0,0.034,1.221,0,0,11265.395,13444.729,1390.702,380.787,6576.153,36.581,184.044,2599.25,2657.999,115.334,-2294.667,16592,21121
09203,百萬度,13052.143,13050.974,328.307,9472.559,6688.632,677.697,2106.229,3071.289,178.819,177.851,0,0,0.968,1.169,0,0,0,0,1.169,0,0.034,1.135,0,0,13052.143,15284.03,1597.091,427.267,8165.935,37.986,166.802,2744.804,2571.411,691.396,-2923.283,17734,21476
09204,百萬度,13739.599,13738.912,329.634,10416.49,7035.54,1155.255,2225.694,2758.506,234.282,233.709,0,0,0.574,0.686,0,0,0,0,0.686,0,0.034,0.652,0,0,13739.599,14632.842,1553.961,436.628,7731.062,37.479,180.608,2726.146,2403.587,1443.403,-2336.646,19112,23680
09205,百萬度,14737.056,14736.194,343.986,11331.155,7683.338,1229.768,2418.049,2811.37,249.684,249.08,0,0,0.603,0.863,0,0,0,0,0.863,0,0.036,0.827,0,0,14737.056,16466.265,1668.333,455.796,8499.222,36.777,212.22,3347.226,2702.487,1706,-3435.209,19908,25043
09206,百萬度,14625.374,14624.674,328.964,10563.785,7592.178,668.38,2303.227,3360.745,371.18,370.636,0,0,0.543,0.701,0,0,0,0,0.701,0,0.036,0.665,0,0,14625.374,16778.072,1651.706,421.921,8335.998,37.922,204.955,3379.561,3167.931,1123.973,-3276.671,20671,26245
09207,百萬度,17374.537,17374.272,355.915,13004.663,7928.933,1868.6,3207.131,3659.678,354.016,353.814,0,0,0.202,0.265,0,0,0,0,0.265,0,0.037,0.228,0,0,17374.537,18203.651,1762.516,434.615,8825.665,40.351,209.936,3850.787,3514.396,2860.173,-3689.286,23891,28594
09208,百萬度,16876.711,16876.49,323.846,12570.241,7604.706,1881.573,3083.962,3714.183,268.219,268.017,0,0,0.203,0.222,0,0,0,0,0.222,0,0.04,0.182,0,0,16876.711,18985.895,1714.373,425.445,8862.944,40.286,233.698,3877.136,4257.458,1591.23,-3700.414,23248,28061
09209,百萬度,15478.982,15478.149,308.288,11754.234,7356.099,1770.059,2628.077,3047.954,367.673,367.08,0,0,0.593,0.833,0,0,0,0,0.833,0,0.041,0.792,0,0,15478.982,19835.855,1644.98,385.939,8904.002,41.54,231.2,4194.826,4819.308,-781.298,-3575.575,22138,27226
09210,百萬度,14423.101,14421.186,298.294,10547.783,7320.155,978.169,2249.46,3266.952,308.157,306.913,0,0,1.244,1.914,0,0,0,0,1.914,0,0.045,1.869,0,0,14423.101,18492,1614.419,394.126,8569.46,38.954,225.882,3792.798,4250.488,-585.691,-3483.208,19904,25292
09211,百萬度,13718.382,13716.165,306.75,10228.406,6813.201,1255.181,2160.023,2959.283,221.727,220.39,0,0,1.337,2.217,0,0,0,0,2.217,0,0.045,2.172,0,0,13718.382,17071.439,1550.714,401.654,8233.85,38.256,213.37,3546.734,3488.515,-301.412,-3051.645,19286,23672
09212,百萬度,51389.154,13403.429,324.585,9627.598,6576.635,1048.319,2002.644,3275.552,175.694,174.299,0,0,1.395,37985.725,34805.581,28385.748,5413.948,1005.885,3180.144,0,0.045,2.436,400.593,2777.07,51389.154,16495.71,1604.298,424.349,8719.46,43.094,190.912,3191.223,2746.723,185.053,34708.391,18459,22192
09301,百萬度,12442.952,12441.371,286.884,8469.819,6061.827,1016.908,1391.084,3508.02,176.649,175.176,0,0,1.473,1.581,0,0,0,0,1.581,0,0.045,1.536,0,0,12442.952,15019.899,1476.005,378.233,7752.763,40.391,190.619,2861.829,2698.292,655.361,-3232.308,17266,22113
09302,百萬度,12270.194,12268.811,257.31,8614.691,6129.052,903.518,1582.121,3100.588,296.222,295.443,0,0,0.779,1.383,0,0,0,0,1.383,0,0.046,1.337,0,0,12270.194,14529.589,1384.36,337.828,7661.131,38.02,174.666,2600.51,2670.902,1046.293,-3305.688,18517,22127
09303,百萬度,13670.042,13668.395,259.644,9819.108,6290.079,700.178,2828.851,3270.143,319.499,318.648,0,0,0.851,1.647,0,0,0,0,1.647,0,0.046,1.601,0,0,13670.042,16623.985,1519.897,344.691,9180.446,44.957,190.51,2972.82,2715.355,394.894,-3348.837,18814,23005
09304,百萬度,13771.118,13770.264,260.839,10281.961,6329.667,628.697,3323.597,2939.411,288.052,287.595,0,0,0.458,0.854,0,0,0,0,0.854,0,0.047,0.807,0,0,13771.118,16326.634,1471.533,317.884,8618.048,42.163,204.257,3185.953,2804.68,798.879,-3354.395,19623,25221
09305,百萬度,16090.124,16089.578,293.046,11821.701,7363.655,1071.648,3386.397,3648.161,326.671,326.301,0,0,0.37,0.546,0,0,0,0,0.546,0,0.047,0.499,0,0,16090.124,17046.753,1615.733,368.241,8858.033,42.117,204.016,3381.303,2945.551,2434.741,-3391.371,21796,27110
09306,百萬度,16058.536,16057.802,282.582,11856.094,7699.805,946.742,3209.547,3596.888,322.238,321.615,0,0,0.622,0.735,0,0,0,0,0.735,0,0.047,0.688,0,0,16058.536,18491.432,1705.941,331.749,9422.222,46.976,221.604,3771.561,3323.127,1142.354,-3575.249,22690,28795
09307,百萬度,17207.165,17206.787,271.385,12941.91,7941.295,1271.269,3729.345,3690.646,302.846,302.548,0,0,0.298,0.378,0,0,0,0,0.378,0,0.047,0.331,0,0,17207.165,18951.771,1662.467,303.445,9247.803,45.266,228.489,3979.28,3788.466,2006.368,-3750.974,23581,28809
09308,百萬度,17369.695,17369.168,316.064,13183.374,8048.238,1365.852,3769.283,3568.82,300.911,300.6,0,0,0.311,0.527,0,0,0,0,0.527,0,0.047,0.48,0,0,17369.695,19767.832,1714.316,343.853,9367.727,45.078,246.778,4073.201,4320.732,1275.443,-3673.579,23712,28808
09309,百萬度,15761.222,15760.807,293.171,12067.898,7673.483,1202.526,3191.889,3113.239,286.499,286.034,0,0,0.465,0.415,0,0,0,0,0.415,0,0.049,0.366,0,0,15761.222,20260.761,1663.669,318.346,9390.369,44.904,227.251,4303.959,4630.609,-734.25,-3765.289,22539,29034
09310,百萬度,14161.931,14160.222,252.803,10727.777,7040.472,735.327,2951.978,2955.269,224.373,221.916,0,0,2.457,1.709,0,0,0,0,1.709,0,0.052,1.657,0,0,14161.931,18526.182,1588.261,312.238,9021.117,41.72,212.78,3697.305,3964.999,-415.133,-3949.118,19987,25935
09311,百萬度,13636.865,13635.614,273.713,10200.558,6338.561,860.486,3001.512,2976.193,185.149,183.365,0,0,1.785,1.251,0,0,0,0,1.251,0,0.054,1.197,0,0,13636.865,17416.58,1541.382,358.224,8841.066,42.35,202.334,3585.585,3203.863,-38.721,-3740.995,19957,24698
09312,百萬度,55956.789,13347.957,298.249,9733.431,6162.72,680.27,2890.441,3122.688,193.59,190.627,0,0,2.962,42608.833,39259.19,32246.993,6117.113,895.085,3349.643,0,0.057,1.926,347.373,3000.287,55956.789,16927.812,1594.416,374.621,9184.038,44.598,207.432,3375.812,2521.515,370.894,38658.084,19058,23530
09401,百萬度,13409.224,13407.466,302.931,9188.358,6518.148,369.354,2300.857,3726.271,189.906,186.436,0,0,3.471,1.758,0,0,0,0,1.758,0,0.06,1.698,0,0,13409.224,16082.309,1524.717,390.133,8348.206,41.934,192.078,3087.652,2887.722,1079.2,-3752.286,18975,22801
09402,百萬度,11670.802,11669.335,289.571,7949.228,5842.391,445.862,1660.976,3192.06,238.475,236.004,0,0,2.471,1.467,0,0,0,0,1.467,0,0.068,1.399,0,0,11670.802,14289.193,1321.036,361.585,7158.859,39.891,181.089,2715.909,2872.409,487.179,-3105.57,17971,23227
09403,百萬度,14250.2,14248.826,332.451,10234.093,7382.637,380.044,2471.412,3222.649,459.633,457.365,0,0,2.268,1.374,0,0,0,0,1.374,0,0.071,1.303,0,0,14250.2,17228.073,1676.544,386.779,9343.288,50.32,177.176,3115.709,2865.037,313.646,-3291.519,19619,24013
09404,百萬度,14639.327,14638.558,332.076,10773.482,7145.535,511.441,3116.506,3137.985,395.014,392.454,0,0,2.56,0.769,0,0,0,0,0.769,0,0.074,0.695,0,0,14639.327,16639.7,1628.754,383.655,8741.506,45.222,198.929,3103.681,2921.608,1192.526,-3192.9,20544,25516
09405,百萬度,16467.667,16466.883,341.93,12366.324,7622.68,1076.842,3666.803,3389.704,368.925,365.667,0,0,3.258,0.784,0,0,0,0,0.784,0,0.074,0.71,0,0,16467.667,18371.639,1685.15,415.016,9467.642,48.631,213.239,3799.64,3157.336,1590.498,-3494.47,22517,28073
